지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
133,대전,2018-10-09,14.8,10.2,8,19.6,1544
133,대전,2018-10-10,13.9,8.4,2357,17.6,1341
133,대전,2018-10-11,10.7,5.8,647,15.9,1438
133,대전,2018-10-12,10.8,5.2,645,17.5,1503
133,대전,2018-10-13,11.7,4.9,642,19.6,1502
133,대전,2018-10-14,13.2,6.9,634,19.7,1501
133,대전,2018-10-15,14.2,8.1,641,20.7,1439
133,대전,2018-10-16,13,10.3,516,17.4,1557
133,대전,2018-10-17,12.5,7.7,640,19.6,1418
133,대전,2018-10-18,11.6,5.5,635,18.3,1404
133,대전,2018-10-19,12.2,7.5,657,18.6,1501
133,대전,2018-10-20,12.1,5.6,657,20.7,1539
133,대전,2018-10-21,12.1,5.4,634,21,1512
133,대전,2018-10-22,13.4,8.1,256,21,1508
133,대전,2018-10-23,12.7,8.4,627,19.6,1506
133,대전,2018-10-24,12.6,7.6,704,19.3,1510
133,대전,2018-10-25,12.8,6.7,527,21.5,1515
133,대전,2018-10-26,11.6,10.2,621,13.4,1601
133,대전,2018-10-27,10.3,6.1,2351,14.2,1458
133,대전,2018-10-28,9.4,6,558,16.3,1337
133,대전,2018-10-29,9.1,6.3,229,14,1521
133,대전,2018-10-30,6.8,1.5,708,12.8,1459
133,대전,2018-10-31,8.1,3.8,123,14.5,1447
133,대전,2018-11-01,7.7,1.4,644,15.9,1452
133,대전,2018-11-02,9.2,1.8,700,18.5,1500
133,대전,2018-11-03,10,3,654,19.1,1435
133,대전,2018-11-04,10.2,3.7,642,18.8,1518
133,대전,2018-11-05,10.5,4,716,17.8,1359
133,대전,2018-11-06,11.5,5.2,704,19.4,1458
133,대전,2018-11-07,12.6,11,538,14,1451
133,대전,2018-11-08,14,12.5,252,16.5,1925
133,대전,2018-11-09,11.6,7.9,2352,14.9,1430
133,대전,2018-11-10,11.1,6.3,632,17.4,1306
133,대전,2018-11-11,9.5,6.7,315,11.6,1610
133,대전,2018-11-12,8.8,4.6,707,14.7,1411
133,대전,2018-11-13,8.3,3,524,15.5,1540
133,대전,2018-11-14,9,3.3,703,16.8,1534
133,대전,2018-11-15,9.1,3.3,649,16.6,1534
133,대전,2018-11-16,9.7,6.2,551,14.2,1434
133,대전,2018-11-17,6.8,2.2,743,13,1429
133,대전,2018-11-18,5.5,.8,711,11.3,1515
133,대전,2018-11-19,8.6,2.8,746,14.7,1456
133,대전,2018-11-20,6.2,.5,745,14,1412
133,대전,2018-11-21,4.6,1.8,235,11.1,1300
133,대전,2018-11-22,3.8,-.9,728,9.3,1431
133,대전,2018-11-23,2.4,-2.3,718,8.2,1331
133,대전,2018-11-24,3.9,0,19,6.7,1544
133,대전,2018-11-25,6.9,3.7,2349,11.4,1401
133,대전,2018-11-26,6.1,1.2,511,14.4,1505
133,대전,2018-11-27,7.7,.4,741,14.2,1309
133,대전,2018-11-28,5.2,1.5,2400,10.7,1552
133,대전,2018-11-29,4.7,-.7,650,9.4,1550
133,대전,2018-11-30,5.7,1.4,754,11.6,1537
133,대전,2018-12-01,5.2,1,534,12.1,1432
133,대전,2018-12-02,8,.6,652,15,1549
133,대전,2018-12-03,12.6,9.3,456,15,1741
133,대전,2018-12-04,9.5,3.3,2400,14.6,1
133,대전,2018-12-05,1.5,-2.7,703,5.3,1344
133,대전,2018-12-06,2.7,.5,638,5.7,1515
133,대전,2018-12-07,-3.7,-7.1,2351,2.4,31
133,대전,2018-12-08,-6.6,-9.9,732,-2.3,1546
133,대전,2018-12-09,-5.8,-11,738,-.5,1434
133,대전,2018-12-10,-2.8,-8.7,713,4.1,1528
133,대전,2018-12-11,-.8,-2.8,140,.4,1605
133,대전,2018-12-12,-1.2,-4.5,733,4,1515
133,대전,2018-12-13,-.8,-5.6,256,6.1,1305
133,대전,2018-12-14,-2.7,-6.5,702,2.6,1448
133,대전,2018-12-15,-2.5,-8.2,734,4.3,1437
133,대전,2018-12-16,.7,-3.6,506,6.3,1416
133,대전,2018-12-17,3.6,.5,245,7.8,1419
133,대전,2018-12-18,2.9,-2.3,649,8.9,1416
133,대전,2018-12-19,6.7,1.6,130,12.2,1356
133,대전,2018-12-20,4.2,0,2400,10,1507
133,대전,2018-12-21,4.6,-2.6,650,10,1610
133,대전,2018-12-22,6.6,.8,755,13.8,1425
133,대전,2018-12-23,5.4,-.7,2356,10.6,1410
133,대전,2018-12-24,-.9,-4.9,748,4.2,1451
133,대전,2018-12-25,-.3,-5.7,614,4.7,1610
133,대전,2018-12-26,1.7,-1.5,2349,5.9,1410
133,대전,2018-12-27,-5.9,-8.4,2236,-1.5,1
133,대전,2018-12-28,-8.6,-11.1,536,-4,1544
133,대전,2018-12-29,-6.1,-10.7,331,-.7,1519
133,대전,2018-12-30,-5.4,-10.4,748,.2,1544
133,대전,2018-12-31,-4.7,-10.7,754,2.5,1453
133,대전,2019-01-01,-2.7,-6.1,753,.7,1329
133,대전,2019-01-02,-3.3,-8.4,810,2.9,1448
133,대전,2019-01-03,-2.7,-8.5,737,4.3,1422
133,대전,2019-01-04,-1.6,-8.1,800,4.2,1521
133,대전,2019-01-05,-.7,-4.8,2312,4.5,1501
133,대전,2019-01-06,-1.9,-7.1,657,5.4,1503
133,대전,2019-01-07,-1.2,-6.9,643,5.6,1514
133,대전,2019-01-08,-1.5,-5,2354,3.9,1426
133,대전,2019-01-09,-3.4,-8.6,802,2.3,1515
133,대전,2019-01-10,-1.1,-3.2,17,2,1443
133,대전,2019-01-11,2.8,-3,1,8.4,1451
133,대전,2019-01-12,4.5,1.8,707,8.8,1445
133,대전,2019-01-13,1.8,-2.8,753,8.4,1435
133,대전,2019-01-14,1.7,-1.6,8,6.1,1441
133,대전,2019-01-15,-.1,-4.9,2357,5.6,1152
133,대전,2019-01-16,-3.8,-8.5,726,1.3,1546
133,대전,2019-01-17,0,-2.5,1,4.5,1514
133,대전,2019-01-18,.8,-4.8,630,8,1532
133,대전,2019-01-19,3.2,-1.9,836,7.6,1535
133,대전,2019-01-20,1.3,-2.8,2355,4.2,1338
133,대전,2019-01-21,.2,-6.2,737,6.8,1524
133,대전,2019-01-22,3.3,-1.6,726,8.7,1353
133,대전,2019-01-23,2.8,-1.5,733,9.5,1409
133,대전,2019-01-24,.9,-5.6,716,8.7,1538
133,대전,2019-01-25,-.9,-4.5,703,5.3,1437
133,대전,2019-01-26,-2.3,-6.4,609,4,1544
133,대전,2019-01-27,-.4,-8.3,810,7.3,1542
133,대전,2019-01-28,2.3,-2.3,2340,6.6,1451
133,대전,2019-01-29,.1,-6.9,740,8.3,1526
133,대전,2019-01-30,2.7,-4,729,9.1,1511
133,대전,2019-01-31,.6,-4.7,2251,3.6,1
133,대전,2019-02-01,-1.2,-6.7,722,3.9,1437
133,대전,2019-02-02,1.7,-4.9,631,8.8,1443
133,대전,2019-02-03,5,3.2,325,8.7,1343
133,대전,2019-02-04,1.3,-2.2,735,6.5,1416
133,대전,2019-02-05,3.2,-4.3,743,12,1446
133,대전,2019-02-06,6.1,-1.2,741,13.5,1417
133,대전,2019-02-07,1.8,-5.1,2345,7.6,300
133,대전,2019-02-08,-3.3,-7.5,817,2.1,1500
133,대전,2019-02-09,-2.7,-5.3,2333,1.7,1435
133,대전,2019-02-10,-2.4,-7,726,2.2,1423
133,대전,2019-02-11,-1.7,-6.1,616,4.1,1544
133,대전,2019-02-12,-.3,-6.2,648,5.4,1504
133,대전,2019-02-13,-.3,-3.9,747,4.9,1425
133,대전,2019-02-14,1.5,-3.3,606,8.1,1559
133,대전,2019-02-15,1.7,-.6,309,4.7,1514
133,대전,2019-02-16,-.7,-3.5,2344,2.8,1424
133,대전,2019-02-17,-.7,-6.5,740,6.8,1600
133,대전,2019-02-18,1.9,-4.5,550,6.8,1417
133,대전,2019-02-19,2.2,-.1,2348,4.1,1458
133,대전,2019-02-20,1.9,-.7,2337,6.1,1438
133,대전,2019-02-21,2.1,-3.3,737,8.5,1556
133,대전,2019-02-22,3.6,-1.5,740,9.9,1704
133,대전,2019-02-23,5.5,-1.9,700,14.2,1550
133,대전,2019-02-24,6.7,-.8,747,15.1,1547
133,대전,2019-02-25,5.7,.9,718,12.9,1420
133,대전,2019-02-26,5.3,-2.4,649,12.7,1622
133,대전,2019-02-27,6.6,4.2,448,9.8,1149
133,대전,2019-02-28,6.7,.7,603,13.4,1530
133,대전,2019-03-01,6.1,0,631,13.7,1517
133,대전,2019-03-02,7.4,-.9,704,16,1348
133,대전,2019-03-03,9,1.4,709,15.5,1310
133,대전,2019-03-04,10,5.5,703,16.4,1504
133,대전,2019-03-05,8.7,2.8,719,14,1402
133,대전,2019-03-06,9.7,5.8,2351,15.4,1219
133,대전,2019-03-07,7.1,3,711,13.2,1625
133,대전,2019-03-08,7,-.6,629,15.5,1513
133,대전,2019-03-09,8.2,-1.4,708,17.3,1623
133,대전,2019-03-10,7.9,3.7,2358,11.3,1223
133,대전,2019-03-11,5.7,.6,600,9.8,1428
133,대전,2019-03-12,4.5,-.3,2359,11.1,1359
133,대전,2019-03-13,3.7,-1.8,430,9.2,1352
133,대전,2019-03-14,5.9,-2.6,705,12.2,1339
133,대전,2019-03-15,6.9,2,2252,12,1437
133,대전,2019-03-16,6,2.1,1,11.1,1630
133,대전,2019-03-17,7.3,2.6,658,14.1,1537
133,대전,2019-03-18,7.1,-.6,622,14.5,1420
133,대전,2019-03-19,10.6,1.5,653,19.6,1437
133,대전,2019-03-20,10.9,6.3,652,16.4,1555
133,대전,2019-03-21,8.5,2.7,2320,13.7,121
133,대전,2019-03-22,4.4,.3,639,10.6,1432
133,대전,2019-03-23,3.2,-1.2,638,9.7,1249
133,대전,2019-03-24,4.5,-1.9,645,11.2,1524
133,대전,2019-03-25,7.2,.2,623,14.4,1438
133,대전,2019-03-26,11.9,4.3,613,19.5,1535
133,대전,2019-03-27,14.3,10.4,218,21,1435
133,대전,2019-03-28,12,7.3,647,18.1,1548
133,대전,2019-03-29,11.6,6.2,524,18.4,1451
133,대전,2019-03-30,6.1,4.2,2131,10.3,1511
133,대전,2019-03-31,5.5,2.8,2353,9.7,1559
133,대전,2019-04-01,6.1,.5,634,11.3,1507
133,대전,2019-04-02,6.6,-1.1,632,14.4,1357
133,대전,2019-04-03,7.6,-.2,641,14.9,1429
133,대전,2019-04-04,9.2,1.1,629,17.3,1547
133,대전,2019-04-05,11.6,7.7,2400,18.6,1557
133,대전,2019-04-06,12.5,2.8,622,20.6,1400
133,대전,2019-04-07,14.2,9.3,434,20.7,1412
133,대전,2019-04-08,12.6,4.9,638,19.4,1519
133,대전,2019-04-09,10.4,5,2339,16.5,1321
133,대전,2019-04-10,7.9,4.9,156,10.6,1612
133,대전,2019-04-11,10.3,4.3,633,15.8,1438
133,대전,2019-04-12,12.1,5.1,626,19,1602
133,대전,2019-04-13,12.2,4.7,608,19.9,1441
133,대전,2019-04-14,10.5,6.9,2353,15.4,1641
133,대전,2019-04-15,11.6,2.9,559,20.5,1550
133,대전,2019-04-16,14.6,4,616,23.8,1544
133,대전,2019-04-17,17.2,10,630,25,1545
133,대전,2019-04-18,15.7,9.6,610,21.6,1356
133,대전,2019-04-19,14.5,11.5,2151,18.5,1520
133,대전,2019-04-20,17.2,11.4,331,23.5,1528
133,대전,2019-04-21,18.1,15.2,622,22.6,1354
133,대전,2019-04-22,20.5,11.3,625,29.3,1532
133,대전,2019-04-23,18.6,15.6,2355,23.1,1521
133,대전,2019-04-24,17.7,15.3,220,21.1,1722
133,대전,2019-04-25,15.1,10.9,2354,17.2,1
133,대전,2019-04-26,10,8.5,2242,12,1149
133,대전,2019-04-27,12.2,5.1,547,18.1,1353
133,대전,2019-04-28,12.9,10.3,2356,17.4,1420
133,대전,2019-04-29,11,8,531,15.1,1010
133,대전,2019-04-30,16.1,9.6,548,22.4,1453
133,대전,2019-05-01,15.9,10.3,511,23.3,1631
133,대전,2019-05-02,15.9,8.9,607,25,1558
133,대전,2019-05-03,18,7.4,546,28.4,1550
133,대전,2019-05-04,19.2,10.2,611,27.4,1633
133,대전,2019-05-05,19.8,12.2,623,28,1523
133,대전,2019-05-06,14.5,9.4,2400,20.3,1506
133,대전,2019-05-07,14.9,5.6,549,23.2,1523
133,대전,2019-05-08,15.9,7.4,534,23.1,1345
133,대전,2019-05-09,17.7,10.9,615,24.7,1543
133,대전,2019-05-10,18.6,8.3,547,27.9,1619
133,대전,2019-05-11,20.1,11.3,555,28.9,1610
133,대전,2019-05-12,21.5,13.1,553,29.3,1526
133,대전,2019-05-13,20.1,13.3,554,28.3,1347
133,대전,2019-05-14,21.1,14,544,28.3,1606
133,대전,2019-05-15,22,15.7,540,29,1619
133,대전,2019-05-16,23.5,16.7,529,30.8,1516
133,대전,2019-05-17,23.7,18.6,539,28.1,1600
133,대전,2019-05-18,19.1,16,548,23.7,1347
133,대전,2019-05-19,21.1,18.5,523,24.7,1208
133,대전,2019-05-20,17.1,12.2,2353,20.8,1345
133,대전,2019-05-21,17.9,11.6,311,24.7,1605
133,대전,2019-05-22,20.8,13.4,539,27.2,1510
133,대전,2019-05-23,23,16,512,29.8,1600
133,대전,2019-05-24,24.4,16,531,32.7,1524
133,대전,2019-05-25,24,18.7,541,30.4,1410
133,대전,2019-05-26,24.7,17.2,530,32.2,1347
133,대전,2019-05-27,17.9,14.2,2341,23.6,1
133,대전,2019-05-28,17.7,11.7,518,24,1646
133,대전,2019-05-29,20.1,11.9,526,27.8,1641
133,대전,2019-05-30,20.2,14.6,558,27.2,1309
133,대전,2019-05-31,19,15.2,355,24.3,1402
133,대전,2019-06-01,19.1,12.9,541,24.5,1642
133,대전,2019-06-02,21.5,14.6,528,28.6,1652
133,대전,2019-06-03,23.4,14.6,529,30.9,1616
133,대전,2019-06-04,24.3,17.5,545,31.7,1605
133,대전,2019-06-05,24.3,18.1,524,30.9,1604
133,대전,2019-06-06,22,16.9,2324,28.2,1338
133,대전,2019-06-07,18.8,16.6,103,20.5,1748
133,대전,2019-06-08,21.3,16.1,450,27.2,1536
133,대전,2019-06-09,22.1,17.9,2359,28.1,1408
133,대전,2019-06-10,18.9,15.1,526,23.9,1529
133,대전,2019-06-11,21.1,16.1,532,26.2,1632
133,대전,2019-06-12,21.4,15.7,533,27.9,1608
133,대전,2019-06-13,23.4,16.5,514,30.1,1526
133,대전,2019-06-14,21.9,19.3,522,25.1,1255
133,대전,2019-06-15,21.9,16.7,547,27.4,1416
133,대전,2019-06-16,21.9,15.9,528,28.2,1518
133,대전,2019-06-17,22.2,17.9,455,27.6,1545
133,대전,2019-06-18,21.7,17.5,528,25.8,1332
133,대전,2019-06-19,22.7,19.9,311,27,1407
133,대전,2019-06-20,23.9,19.2,523,29.1,1617
133,대전,2019-06-21,23.8,19.8,447,29,1527
133,대전,2019-06-22,23.9,19.2,535,29.7,1530
133,대전,2019-06-23,24.2,18.5,538,29.6,1527
133,대전,2019-06-24,24.9,19.1,501,30.6,1428
133,대전,2019-06-25,26.4,19,538,33.2,1603
133,대전,2019-06-26,22.1,20.8,542,24.8,1
133,대전,2019-06-27,24.7,21.3,209,29.2,1626
133,대전,2019-06-28,25.4,22.1,543,29.9,1512
133,대전,2019-06-29,22.2,21.4,522,24,1106
133,대전,2019-06-30,24,21.1,428,28.1,1423
133,대전,2019-07-01,23.7,20.7,2353,27.3,1537
133,대전,2019-07-02,23.8,17.2,524,29.9,1604
133,대전,2019-07-03,24.4,20.2,553,28.8,1600
133,대전,2019-07-04,25.6,19.2,533,32,1608
133,대전,2019-07-05,27.7,20,546,35.1,1505
133,대전,2019-07-06,27.5,20.7,502,33.3,1510
133,대전,2019-07-07,25.3,21.1,534,30.2,1524
133,대전,2019-07-08,24.5,19.6,403,30.5,1521
133,대전,2019-07-09,24.4,19.6,537,29.3,1546
133,대전,2019-07-10,21.6,19.5,2254,24,1017
133,대전,2019-07-11,21.3,19.5,1,23.2,1345
133,대전,2019-07-12,23.5,19.9,305,28.1,1502
133,대전,2019-07-13,24.4,21.4,135,28.8,1350
133,대전,2019-07-14,25.9,21.4,558,31,1426
133,대전,2019-07-15,23.8,21.5,2400,28.3,1246
133,대전,2019-07-16,24.8,20.2,553,30.6,1508
133,대전,2019-07-17,26,22.2,559,30,1359
133,대전,2019-07-18,25.6,22.8,555,28.7,1551
133,대전,2019-07-19,26.6,23.5,521,30,1409
133,대전,2019-07-20,25.6,23.8,541,28.5,1300
133,대전,2019-07-21,24.8,22.3,358,27.3,1656
133,대전,2019-07-22,27.9,25.4,500,32,1530
133,대전,2019-07-23,29,26.2,526,33.1,1452
133,대전,2019-07-24,27.7,25.5,435,29.7,1421
133,대전,2019-07-25,26.4,25.6,459,27.8,1602
133,대전,2019-07-26,27,25.7,549,29.8,1230
133,대전,2019-07-27,27.9,25.1,541,31.4,1404
133,대전,2019-07-28,26.7,25.5,1328,28.8,1051
133,대전,2019-07-29,28.5,24.5,523,32.8,1435
133,대전,2019-07-30,29.4,26.4,223,33.3,1546
133,대전,2019-07-31,29.6,27.4,545,33,1416
133,대전,2019-08-01,29.5,26.2,510,33.9,1735
133,대전,2019-08-02,30,25.9,551,34.2,1513
133,대전,2019-08-03,29.9,26,557,35.6,1252
133,대전,2019-08-04,29.8,25.7,605,35.6,1526
133,대전,2019-08-05,30.7,25.7,510,36,1413
133,대전,2019-08-06,29.7,26.7,616,32.7,1422
133,대전,2019-08-07,28.6,24.3,330,33.3,1510
133,대전,2019-08-08,28.5,26,2118,33.8,1503
133,대전,2019-08-09,29.5,25.6,241,34,1459
133,대전,2019-08-10,30.2,26.3,552,34.5,1453
133,대전,2019-08-11,29.7,26.4,602,33.9,1314
133,대전,2019-08-12,29,26.2,740,32.5,1409
133,대전,2019-08-13,29.8,25.7,555,34.3,1249
133,대전,2019-08-14,30.1,26.5,600,34,1403
133,대전,2019-08-15,25.8,24.7,711,29.3,1
133,대전,2019-08-16,26.9,24.8,2357,30.7,1552
133,대전,2019-08-17,26.3,23.5,2346,29.8,1408
133,대전,2019-08-18,25.6,20.5,536,30.9,1530
133,대전,2019-08-19,26.5,21,557,31.9,1425
133,대전,2019-08-20,27.8,23.5,613,32.2,1402
133,대전,2019-08-21,27.3,23.4,624,32,1406
133,대전,2019-08-22,26.5,23.5,2359,29.7,1508
133,대전,2019-08-23,25.2,22.1,2354,29.9,1526
133,대전,2019-08-24,23.6,20.6,603,27.1,1458
133,대전,2019-08-25,24.6,20.1,612,29.9,1538
133,대전,2019-08-26,25.9,19.3,611,31.5,1451
133,대전,2019-08-27,22.4,20.1,838,26.1,1
133,대전,2019-08-28,24.2,21.6,114,28.4,1426
133,대전,2019-08-29,23.2,20.7,1554,26.9,1136
133,대전,2019-08-30,23.2,19.4,501,27.8,1501
133,대전,2019-08-31,23.3,18.3,619,28.3,1539
133,대전,2019-09-01,23.5,18.9,618,28.3,1418
133,대전,2019-09-02,22.6,20.5,618,26.7,1349
133,대전,2019-09-03,22.3,20.3,618,23.9,1354
133,대전,2019-09-04,24.5,22.2,718,28.2,1428
133,대전,2019-09-05,24.4,22.8,533,28.2,1302
133,대전,2019-09-06,25.6,22.6,550,27.6,1245
133,대전,2019-09-07,26.2,23.9,2022,29.9,1157
133,대전,2019-09-08,25.3,23.3,603,29.1,1417
133,대전,2019-09-09,24,22.3,804,25.3,1601
133,대전,2019-09-10,27.2,23.4,343,31.5,1500
133,대전,2019-09-11,25.3,23.7,2355,28.7,1514
133,대전,2019-09-12,20.8,19.5,2357,23.7,1
133,대전,2019-09-13,22.9,17.2,501,28.2,1500
133,대전,2019-09-14,23.4,19.2,531,28.2,1342
133,대전,2019-09-15,25.3,21.4,629,30.5,1505
133,대전,2019-09-16,24.5,21,610,29.1,1453
133,대전,2019-09-17,23,17.2,622,28.5,1401
133,대전,2019-09-18,21.9,15.6,2356,28.7,1421
133,대전,2019-09-19,20.2,13.2,556,26.9,1439
133,대전,2019-09-20,20,17.4,621,23,1153
133,대전,2019-09-21,17.8,15.9,2255,20.1,948
133,대전,2019-09-22,16.4,15.6,216,17.4,1543
133,대전,2019-09-23,17.8,14.6,2356,21.7,1357
133,대전,2019-09-24,18.3,12.3,615,25.2,1528
133,대전,2019-09-25,18.8,13,559,24,1401
133,대전,2019-09-26,20.9,17.5,649,25.3,1501
133,대전,2019-09-27,22.7,17.1,648,28.5,1603
133,대전,2019-09-28,24.2,20.3,658,29.2,1353
133,대전,2019-09-29,22.7,18.7,2333,28.5,1459
133,대전,2019-09-30,22.1,15.9,633,29.1,1540
133,대전,2019-10-01,22.1,18.6,546,25.8,1348
133,대전,2019-10-02,21.1,20.3,2347,22.2,556
133,대전,2019-10-03,22.2,19.5,444,26.9,1532
133,대전,2019-10-04,22.5,19.7,328,27.5,1518
133,대전,2019-10-05,19.2,16.5,2336,21.1,1
133,대전,2019-10-06,18.4,15.6,625,22.6,1504
133,대전,2019-10-07,15.7,14.5,740,16.9,1
133,대전,2019-10-08,15.6,9.9,2400,21.8,1416
133,대전,2019-10-09,13.2,6.5,638,20.2,1452
133,대전,2019-10-10,14.1,9.6,356,19.7,1455
133,대전,2019-10-11,17.4,11.8,450,24.6,1450
133,대전,2019-10-12,18.3,14,547,24.2,1501
133,대전,2019-10-13,16.7,10.6,630,22.9,1421
133,대전,2019-10-14,14.6,9.8,2357,21.1,1354
133,대전,2019-10-15,14.2,8.2,256,20.3,1319
133,대전,2019-10-16,14.5,9,643,20.9,1515
133,대전,2019-10-17,15,11.3,447,20.5,1530
133,대전,2019-10-18,15.8,11,445,20.8,1551
133,대전,2019-10-19,16.7,13,653,22.9,1545
133,대전,2019-10-20,15.4,10.8,659,22.4,1449
133,대전,2019-10-21,15.5,9.5,539,23.3,1518
133,대전,2019-10-22,16.9,11,639,23.5,1451
133,대전,2019-10-23,16.5,12.9,410,18.6,1310
133,대전,2019-10-24,18.9,15.4,718,23.6,1426
133,대전,2019-10-25,17.3,12,610,23,1310
133,대전,2019-10-26,12.7,8.3,2353,17.4,1437
133,대전,2019-10-27,10.8,5.4,654,17.4,1423
133,대전,2019-10-28,11.9,4.6,655,18.5,1415
133,대전,2019-10-29,14.1,9.9,2356,18.4,1438
133,대전,2019-10-30,11.6,5.8,707,18.3,1508
133,대전,2019-10-31,13.3,6,655,20.2,1352
133,대전,2019-11-01,14.6,10.1,2358,22,1428
133,대전,2019-11-02,13.2,7.1,659,19.2,1518
133,대전,2019-11-03,14.4,10.2,714,20.2,1504
133,대전,2019-11-04,13.6,9.1,711,20.8,1326
133,대전,2019-11-05,12.1,6.4,709,19.6,1341
133,대전,2019-11-06,11.8,5.9,717,18.5,1350
133,대전,2019-11-07,10.8,5.3,2358,17.8,1447
133,대전,2019-11-08,6.8,1.2,649,14.6,1447
133,대전,2019-11-09,8.1,.6,704,17.2,1452
133,대전,2019-11-10,9.1,3.3,651,16.6,1549
133,대전,2019-11-11,11.7,8.8,212,16.3,1422
133,대전,2019-11-12,9.6,5,645,16.1,1442
133,대전,2019-11-13,8.2,4.4,459,13.2,1526
133,대전,2019-11-14,2.9,-.2,2341,7.7,1
133,대전,2019-11-15,9.6,-1.3,251,17.1,1349
133,대전,2019-11-16,13,8.3,2353,18.9,1320
133,대전,2019-11-17,9.8,6.3,602,12.9,2333
133,대전,2019-11-18,7.7,3.1,2151,13.8,124
133,대전,2019-11-19,2.6,-.2,741,5.8,1342
133,대전,2019-11-20,2,-2.4,720,8.4,1450
133,대전,2019-11-21,4.3,-2.6,637,11,1424
133,대전,2019-11-22,9.9,3,740,18.1,1516
133,대전,2019-11-23,11.4,4.7,736,18.8,1441
133,대전,2019-11-24,12.8,7.3,746,21.2,1425
133,대전,2019-11-25,3.6,1.7,2321,9.4,1
133,대전,2019-11-26,7.7,.3,617,15.8,1525
133,대전,2019-11-27,5.8,1.6,2355,8.8,1
133,대전,2019-11-28,4.6,-1,619,12.7,1412
133,대전,2019-11-29,2.9,-1.6,741,9.7,1525
133,대전,2019-11-30,4.9,-2.5,700,13,1445
133,대전,2019-12-01,6.4,4.7,725,8.2,1133
133,대전,2019-12-02,2.7,-1.4,2258,7.1,1359
133,대전,2019-12-03,2.3,-2.5,710,6.5,1143
133,대전,2019-12-04,5.7,1.4,28,10.5,1518
133,대전,2019-12-05,-.6,-5.5,2359,4,1410
133,대전,2019-12-06,-4.4,-9.6,709,1.9,1454
133,대전,2019-12-07,-.1,-7.2,427,6.6,1311
133,대전,2019-12-08,1.2,-2.7,739,7.7,1456
133,대전,2019-12-09,3.3,-3.8,703,11.2,1519
133,대전,2019-12-10,7.8,3,457,13.9,1520
133,대전,2019-12-11,7.9,2.5,2351,12.6,1014
133,대전,2019-12-12,1,-2.8,748,6.5,1441
133,대전,2019-12-13,.9,-4.8,721,7.4,1544
133,대전,2019-12-14,4.4,1.5,1,8.9,1456
133,대전,2019-12-15,5.4,-2.2,744,13.5,1425
133,대전,2019-12-16,7.9,1.9,619,15.2,1428
133,대전,2019-12-17,7.7,5.3,341,10.5,1600
133,대전,2019-12-18,2.7,.1,2354,6.3,1
133,대전,2019-12-19,.8,-2.7,812,6.1,1423
133,대전,2019-12-20,.9,-2.3,2355,5.5,1444
133,대전,2019-12-21,.3,-4.5,620,6.5,1454
133,대전,2019-12-22,3.2,-1.1,42,10,1539
133,대전,2019-12-23,3.8,0,2357,8.7,1339
133,대전,2019-12-24,1.2,-2.4,800,7.8,1458
133,대전,2019-12-25,2.2,-3.6,645,8.9,1446
133,대전,2019-12-26,2.4,.5,2327,4,1
133,대전,2019-12-27,.1,-3.1,805,5.2,1432
133,대전,2019-12-28,.6,-5,805,8.2,1509
133,대전,2019-12-29,2,-2.3,427,6.3,1559
133,대전,2019-12-30,4.2,-.4,2347,9.4,1311
133,대전,2019-12-31,-4.7,-7.5,2351,-.4,1
133,대전,2020-01-01,-.6,-7.7,17,5.1,1439
133,대전,2020-01-02,1.3,-2.8,336,5.3,1410
133,대전,2020-01-03,2,-1.7,2400,7.7,1511
133,대전,2020-01-04,.6,-3.9,554,7.7,1507
133,대전,2020-01-05,1.3,-4.7,759,8.1,1330
133,대전,2020-01-06,2.9,-.6,30,5,2328
133,대전,2020-01-07,8.6,4.9,1,14.2,2103
133,대전,2020-01-08,4.5,2.3,2340,11.2,10
133,대전,2020-01-09,1.4,-2,2359,5,1500
133,대전,2020-01-10,.3,-3.9,746,6.4,1444
133,대전,2020-01-11,1.2,-3,801,7,1431
133,대전,2020-01-12,1.4,-1.6,806,6.4,1424
133,대전,2020-01-13,.2,-3.6,2243,3.5,1614
133,대전,2020-01-14,-.1,-3,736,4.6,1357
133,대전,2020-01-15,-.9,-4.1,804,4.2,1550
133,대전,2020-01-16,-.6,-4.1,459,5.6,1550
133,대전,2020-01-17,0,-2.8,725,5.8,1504
133,대전,2020-01-18,.5,-4.5,727,7.8,1459
133,대전,2020-01-19,2.6,-2.5,221,8.7,1421
133,대전,2020-01-20,3.4,-.9,2400,8.1,1506
133,대전,2020-01-21,.5,-5.3,756,7.5,1558
133,대전,2020-01-22,2.4,-.2,54,3.6,1653
133,대전,2020-01-23,6.1,2.7,444,13,1512
133,대전,2020-01-24,4.4,-.7,814,11.3,1509
133,대전,2020-01-25,5.2,.5,554,10.5,1503
133,대전,2020-01-26,6.5,1,756,11.5,1319
133,대전,2020-01-27,6,3.2,2325,8.2,1221
133,대전,2020-01-28,6.3,2.8,309,10.5,1342
133,대전,2020-01-29,6.7,4.2,725,10,1327
133,대전,2020-01-30,6.1,3.2,625,10.6,1153
133,대전,2020-01-31,3.7,.1,2355,7.5,1329
133,대전,2020-02-01,2.1,-2.5,708,7.3,1616
133,대전,2020-02-02,1.8,-2.3,729,7.6,1513
133,대전,2020-02-03,1.5,-3.6,2400,5.9,1452
133,대전,2020-02-04,.4,-5.8,729,7.2,1536
