지점,지점명,일시,평균기온(°C),최저기온(°C),최저기온 시각(hhmi),최고기온(°C),최고기온 시각(hhmi)
133,대전,2021-06-04,18.6,13.3,552,24.4,1538
133,대전,2021-06-05,21.5,16.1,56,26.1,1522
133,대전,2021-06-06,23.4,18.6,534,28.5,1551
133,대전,2021-06-07,23.3,16.9,544,29.5,1624
133,대전,2021-06-08,24.8,18.7,458,31.2,1600
133,대전,2021-06-09,26.9,20.1,556,32.9,1536
133,대전,2021-06-10,25.7,21.2,2400,31.6,1452
133,대전,2021-06-11,23.5,19.9,407,28.7,1536
133,대전,2021-06-12,25.3,19.7,456,30.7,1526
133,대전,2021-06-13,25.2,21.9,653,31,1638
133,대전,2021-06-14,24.9,20.9,209,30.5,1535
133,대전,2021-06-15,22.6,21.1,2033,24.1,1705
133,대전,2021-06-16,23.6,21.3,7,27.2,1533
133,대전,2021-06-17,22.1,19.6,457,25.4,1348
133,대전,2021-06-18,21.2,19.7,2357,23.5,1653
133,대전,2021-06-19,23.5,18.2,547,29.1,1437
133,대전,2021-06-20,24.4,17.5,450,31,1429
133,대전,2021-06-21,24.8,19.5,553,30.7,1615
133,대전,2021-06-22,23.6,18.5,427,28.6,1548
133,대전,2021-06-23,20.9,19.2,2259,25.1,939
133,대전,2021-06-24,23.2,18.6,434,27.8,1554
133,대전,2021-06-25,24.4,18.7,517,30.5,1546
133,대전,2021-06-26,22.6,20.2,119,26.5,1600
133,대전,2021-06-27,25,19.5,516,30.3,1525
133,대전,2021-06-28,25.6,21.7,539,30.2,1403
133,대전,2021-06-29,23.5,20.7,549,29.4,1239
133,대전,2021-06-30,24.8,21.1,534,30.1,1626
133,대전,2021-07-01,26.7,21.3,539,32,1644
133,대전,2021-07-02,27,23,516,31.5,1541
133,대전,2021-07-03,23.2,21.1,1933,26.2,1211
133,대전,2021-07-04,22.7,21.5,1,24.4,351
133,대전,2021-07-05,22.5,20.6,530,25.4,1400
133,대전,2021-07-06,23.6,21.3,22,26.2,1313
133,대전,2021-07-07,26,23.5,20,28.5,1553
133,대전,2021-07-08,26.4,22.7,435,30.7,1553
133,대전,2021-07-09,26.2,23.1,539,30.4,1603
133,대전,2021-07-10,27,24.2,509,31.1,1456
133,대전,2021-07-11,27.2,23.4,546,31.1,1603
133,대전,2021-07-12,28.7,24.4,411,33.3,1458
133,대전,2021-07-13,29.8,25.4,533,34.2,1517
133,대전,2021-07-14,29.5,25.1,516,33.2,1754
133,대전,2021-07-15,29.3,25.4,556,35.3,1405
133,대전,2021-07-16,28.4,24.1,2341,34,1418
133,대전,2021-07-17,27.1,23.1,414,32.1,1414
133,대전,2021-07-18,27.3,23.6,2219,32.5,1302
133,대전,2021-07-19,26.7,23.4,137,32,1528
133,대전,2021-07-20,27.6,24.5,501,31.2,1347
133,대전,2021-07-21,29.5,23.7,614,34.4,1544
133,대전,2021-07-22,29.2,24,608,33.7,1548
133,대전,2021-07-23,29.7,24.6,550,34.9,1407
133,대전,2021-07-24,30.2,26.3,555,34.7,1347
133,대전,2021-07-25,29.7,25.6,556,33.4,1449
133,대전,2021-07-26,29.9,25.1,514,34.7,1502
133,대전,2021-07-27,30.1,23.9,514,35.4,1614
133,대전,2021-07-28,30.6,26.2,518,36.1,1609
133,대전,2021-07-29,30.2,26,600,35.6,1619
133,대전,2021-07-30,30.8,26.5,524,36.1,1601
133,대전,2021-07-31,30.2,26.4,313,35.7,1550
133,대전,2021-08-01,27.3,24.9,2111,32.2,1240
133,대전,2021-08-02,26,24.8,141,28.6,1516
133,대전,2021-08-03,28,24.6,440,32.2,1541
133,대전,2021-08-04,29.7,25.1,537,34.2,1651
133,대전,2021-08-05,29.8,25.9,545,35.3,1455
133,대전,2021-08-06,27.7,23.8,2337,34.5,1423
133,대전,2021-08-07,27.7,23,613,33.1,1422
133,대전,2021-08-08,26.6,24.5,547,29.4,1447
133,대전,2021-08-09,28.1,22.7,545,32.9,1559
133,대전,2021-08-10,27.3,23.9,2030,32.9,1401
133,대전,2021-08-11,27.4,22.6,558,33,1547
133,대전,2021-08-12,27.6,23.7,602,32.3,1407
133,대전,2021-08-13,26.7,23.5,548,30.3,1432
133,대전,2021-08-14,25.7,23.4,2318,29.5,1633
133,대전,2021-08-15,26.7,22.5,605,31.7,1427
133,대전,2021-08-16,26.2,22.5,554,30.5,1534
133,대전,2021-08-17,25.5,22.2,637,29.8,1343
133,대전,2021-08-18,24.7,21.6,310,30.1,1510
133,대전,2021-08-19,24.3,21.3,549,29.4,1703
133,대전,2021-08-20,26,20.5,612,31.3,1546
133,대전,2021-08-21,24.5,22.3,1033,26.6,1726
133,대전,2021-08-22,25.5,22.5,617,29.3,1340
133,대전,2021-08-23,22.8,21.4,2159,24,1
133,대전,2021-08-24,24.3,21.5,1,27.7,1248
133,대전,2021-08-25,23.7,22.5,1528,25,1000
133,대전,2021-08-26,25.7,22.3,509,29.3,1416
133,대전,2021-08-27,21.8,20.5,1446,25,1
133,대전,2021-08-28,22.8,19.4,516,26.3,1257
133,대전,2021-08-29,22.4,19.4,726,26.7,1605
133,대전,2021-08-30,22.9,20.3,501,25.3,1532
133,대전,2021-08-31,23.4,21.8,650,27.4,1254
133,대전,2021-09-01,23.1,21.2,2250,25.1,1048
133,대전,2021-09-02,22.7,20.5,240,25.2,1003
133,대전,2021-09-03,23.7,19.9,619,28.1,1504
133,대전,2021-09-04,23.2,18.1,621,28.5,1443
133,대전,2021-09-05,21.7,18.4,610,24.8,1345
133,대전,2021-09-06,20.7,18.8,2208,23.4,1206
133,대전,2021-09-07,21,18.7,123,24.1,1633
133,대전,2021-09-08,22.2,19.4,2357,27,1535
133,대전,2021-09-09,22.4,17.5,518,28.2,1516
133,대전,2021-09-10,23.6,20.2,618,28.3,1318
133,대전,2021-09-11,24.3,20.3,456,30.8,1539
133,대전,2021-09-12,24.1,20,554,29.4,1645
133,대전,2021-09-13,23.9,21.5,631,28.2,1309
133,대전,2021-09-14,23,20.1,516,26.2,1349
133,대전,2021-09-15,23.9,20.5,2358,28.5,1310
133,대전,2021-09-16,22.8,17.1,615,27,1514
133,대전,2021-09-17,20.7,18.7,2336,22.9,1324
133,대전,2021-09-18,22.4,17,637,28.5,1531
133,대전,2021-09-19,22.9,18,621,28.2,1506
133,대전,2021-09-20,23.6,18.9,615,28.2,1451
133,대전,2021-09-21,22.6,20.6,953,26.2,1518
133,대전,2021-09-22,22.5,18.1,750,27.8,1429
133,대전,2021-09-23,21.1,16.8,502,26.8,1440
133,대전,2021-09-24,21.3,15.2,626,27.1,1526
133,대전,2021-09-25,21,18.2,626,24.2,1202
133,대전,2021-09-26,21.3,17.1,621,25.9,1343
133,대전,2021-09-27,22.2,18.8,505,27.2,1238
133,대전,2021-09-28,22,19.8,626,25.8,1352
133,대전,2021-09-29,21.5,19.5,2345,23.7,1025
133,대전,2021-09-30,21.9,18.3,507,27.6,1606
133,대전,2021-10-01,21.6,16.6,638,28.4,1535
133,대전,2021-10-02,21.4,16.4,330,27.9,1506
133,대전,2021-10-03,22.6,16.4,626,31.2,1403
133,대전,2021-10-04,22.9,16.8,607,29,1332
133,대전,2021-10-05,23.4,19.3,634,29.5,1512
133,대전,2021-10-06,22.6,18.5,536,28.2,1558
133,대전,2021-10-07,20.6,18.8,2216,24.8,1204
133,대전,2021-10-08,20.3,18.6,657,22.4,1400
133,대전,2021-10-09,23.2,19.9,158,28.3,1420
133,대전,2021-10-10,22.9,16.9,2340,29.2,1552
133,대전,2021-10-11,15.4,12.6,723,17.5,1423
133,대전,2021-10-12,16.2,15.9,756,17,1
133,대전,2021-10-13,19.6,16.1,38,24.6,1304
133,대전,2021-10-14,19.9,15.3,656,26.4,1401
133,대전,2021-10-15,18.6,16.8,242,21.7,1312
133,대전,2021-10-16,12.2,5.4,2346,17.6,1
133,대전,2021-10-17,6,.4,650,12.9,1510
133,대전,2021-10-18,9.6,1.3,525,17.7,1511
133,대전,2021-10-19,10.9,6.7,2357,16.7,1134
133,대전,2021-10-20,9.3,3.5,653,17,1516
133,대전,2021-10-21,9.5,4.1,635,16.6,1325
133,대전,2021-10-22,10,3.8,655,17.3,1423
133,대전,2021-10-23,11.1,4,705,20,1503
133,대전,2021-10-24,11.3,5,645,19.2,1444
133,대전,2021-10-25,10.8,5.4,717,18.4,1518
133,대전,2021-10-26,11.8,4.9,650,19.1,1439
133,대전,2021-10-27,12.9,8.2,2359,20.5,1458
133,대전,2021-10-28,11.4,4.6,656,20.1,1531
133,대전,2021-10-29,13.4,7.5,546,21,1319
133,대전,2021-10-30,12.4,8.7,710,18,1614
133,대전,2021-10-31,13.3,6.7,643,21.2,1432
133,대전,2021-11-01,13.4,9.7,707,19.7,1448
133,대전,2021-11-02,12.3,8.4,2358,17.6,1534
133,대전,2021-11-03,11.2,5.3,719,18.7,1454
133,대전,2021-11-04,13.7,8.3,716,20.4,1454
133,대전,2021-11-05,13,7.5,622,20.4,1412
133,대전,2021-11-06,13.9,7.8,643,21.8,1438
133,대전,2021-11-07,15.4,8.3,704,21.9,1256
133,대전,2021-11-08,10.3,6.1,2351,15.5,1
133,대전,2021-11-09,7.7,6.1,638,10.3,1134
133,대전,2021-11-10,5.9,3.5,523,7.7,1558
133,대전,2021-11-11,6.7,2.9,730,10.3,1606
133,대전,2021-11-12,5.7,2.8,2351,9.3,1049
133,대전,2021-11-13,7.2,1,656,15.2,1359
133,대전,2021-11-14,10.2,3.9,418,17.6,1255
133,대전,2021-11-15,10.1,4.7,707,16.8,1340
133,대전,2021-11-16,8.7,3.9,720,16.4,1459
133,대전,2021-11-17,8.3,1.5,728,15.6,1410
133,대전,2021-11-18,10.3,3.6,618,16.5,1302
133,대전,2021-11-19,12,7,637,18.3,1425
133,대전,2021-11-20,11.8,8.2,2345,17.3,1505
133,대전,2021-11-21,10.8,6.8,620,15.1,1604
133,대전,2021-11-22,5.3,1.8,2342,12.6,1
133,대전,2021-11-23,1.8,-1.5,730,3.8,1433
133,대전,2021-11-24,6.1,-.1,722,12.4,1356
133,대전,2021-11-25,8.7,3.9,2353,15.8,1345
133,대전,2021-11-26,5.4,-.3,744,11.7,1441
133,대전,2021-11-27,4,-.7,723,11.6,1440
133,대전,2021-11-28,4.9,-2.3,715,14.5,1358
133,대전,2021-11-29,6.3,-.6,724,13.2,1231
133,대전,2021-11-30,6.1,3.3,2235,9.9,1433
133,대전,2021-12-01,.9,-2.6,2336,3.8,1127
133,대전,2021-12-02,2.6,-4.2,449,8.4,1445
133,대전,2021-12-03,4.5,.1,2306,8.7,1404
133,대전,2021-12-04,.6,-2.5,648,3.6,1312
133,대전,2021-12-05,2.1,-3.3,719,10.5,1537
133,대전,2021-12-06,4.4,-1,304,12.3,1543
133,대전,2021-12-07,5.4,-.2,740,12.7,1434
133,대전,2021-12-08,5.6,.1,719,13.3,1353
133,대전,2021-12-09,5.6,.1,718,11.5,1333
133,대전,2021-12-10,6.6,3.4,140,10.5,1600
133,대전,2021-12-11,7.3,4.3,648,11.1,1501
133,대전,2021-12-12,3.9,-2.5,2351,8.9,1306
133,대전,2021-12-13,-1.6,-5.7,552,4.5,1449
133,대전,2021-12-14,3.4,-3.9,214,8.9,1452
133,대전,2021-12-15,8.3,5.1,2344,12.8,1108
133,대전,2021-12-16,6.7,4.8,642,11.2,1318
133,대전,2021-12-17,-2,-8.4,2351,6.1,44
133,대전,2021-12-18,-3.8,-11.3,427,3.3,1441
133,대전,2021-12-19,1.5,-2.4,749,6.2,1441
133,대전,2021-12-20,6.7,-.8,110,11.9,1313
133,대전,2021-12-21,7.9,1.7,2333,14.1,1408
133,대전,2021-12-22,2.9,-2.5,803,10.6,1430
133,대전,2021-12-23,2.7,-3.1,714,10.5,1400
133,대전,2021-12-24,1.8,-2.5,2353,9.4,1336
133,대전,2021-12-25,-7.1,-10.3,2356,-2.5,1
133,대전,2021-12-26,-9.5,-14.5,710,-3.5,1446
133,대전,2021-12-27,-4.4,-12.2,745,1.3,1357
133,대전,2021-12-28,-.5,-3.2,622,3.5,1539
133,대전,2021-12-29,2.4,-2.1,47,7.2,1305
133,대전,2021-12-30,-1.4,-4.5,2359,3,1323
133,대전,2021-12-31,-5,-8.3,605,.5,1434
133,대전,2022-01-01,-4.4,-10,637,2.3,1516
133,대전,2022-01-02,-1.2,-6.2,516,6.3,1448
133,대전,2022-01-03,-1.7,-7.9,744,4.2,1513
133,대전,2022-01-04,.1,-4.2,2334,5.4,1606
133,대전,2022-01-05,-1.4,-5.7,227,2.6,1544
133,대전,2022-01-06,-.7,-5.4,750,6.2,1507
133,대전,2022-01-07,-1.5,-7.5,756,6.9,1527
133,대전,2022-01-08,.7,-7,742,7.1,1520
133,대전,2022-01-09,2.5,-1.9,2356,8,1528
133,대전,2022-01-10,.7,-4.6,655,7,1535
133,대전,2022-01-11,-3.8,-7.3,2156,.7,1
133,대전,2022-01-12,-5.1,-10.8,534,1.6,1505
133,대전,2022-01-13,-4.5,-6.8,2356,-.3,1251
133,대전,2022-01-14,-4,-10.4,711,3.5,1535
133,대전,2022-01-15,.6,-6.2,734,6.3,1547
133,대전,2022-01-16,.7,-4.3,2354,4.2,112
133,대전,2022-01-17,-3.1,-7.2,751,2.3,1352
133,대전,2022-01-18,-4.4,-9.7,753,2.6,1552
133,대전,2022-01-19,-3.2,-9.5,719,4.1,1357
133,대전,2022-01-20,-4,-9.4,605,3.2,1527
133,대전,2022-01-21,-1.9,-9.1,752,6.8,1536
133,대전,2022-01-22,3.6,-2.8,1,9.3,1437
133,대전,2022-01-23,4.6,.5,2347,10.2,1433
133,대전,2022-01-24,4.1,-2.4,633,9.9,1345
133,대전,2022-01-25,3.4,1.3,2306,4.8,1
133,대전,2022-01-26,2.7,-.5,2359,6.6,1538
133,대전,2022-01-27,.3,-3.4,744,6.5,1521
133,대전,2022-01-28,-1,-5.1,748,5.2,1432
133,대전,2022-01-29,-2,-5.9,652,4.6,1528
133,대전,2022-01-30,-2,-7.1,719,4.7,1619
133,대전,2022-01-31,-.5,-7.6,746,7.2,1527
133,대전,2022-02-01,.4,-.9,525,2.2,1304
133,대전,2022-02-02,-.2,-3.9,2125,4,1442
133,대전,2022-02-03,-1.7,-5.2,742,4.3,1437
133,대전,2022-02-04,-2.4,-5,4,2.6,1435
133,대전,2022-02-05,-4.9,-9.1,705,.2,1407
133,대전,2022-02-06,-3,-8.6,727,2.9,1418
133,대전,2022-02-07,-2.1,-7.5,703,2.7,1534
133,대전,2022-02-08,-.1,-5.7,645,7,1544
133,대전,2022-02-09,1.5,-6,709,8.9,1504
133,대전,2022-02-10,2.9,-1.3,752,9.4,1430
133,대전,2022-02-11,2.8,-4.7,727,10.7,1456
133,대전,2022-02-12,4.3,-1.9,732,12.5,1528
133,대전,2022-02-13,5,-.4,645,11.7,1331
133,대전,2022-02-14,4.1,-2,632,12.3,1329
133,대전,2022-02-15,-2.3,-6.1,2335,1,1223
133,대전,2022-02-16,-5.6,-8.7,541,-1.7,1536
133,대전,2022-02-17,-5.5,-10.6,724,.4,1559
133,대전,2022-02-18,-.9,-9.5,555,8.1,1532
133,대전,2022-02-19,.5,-3.4,2355,5.2,1314
133,대전,2022-02-20,-3.2,-6.6,726,1.3,1555
133,대전,2022-02-21,-.7,-7.5,701,5.5,1319
133,대전,2022-02-22,-2.2,-7.1,713,3,1439
133,대전,2022-02-23,-4.1,-8.6,444,2.5,1517
133,대전,2022-02-24,-1.6,-9.3,725,5.9,1524
133,대전,2022-02-25,2.9,-5.2,618,10.1,1504
133,대전,2022-02-26,6.8,2,2358,12.7,1346
133,대전,2022-02-27,5,-1.3,704,12.2,1501
133,대전,2022-02-28,6.9,-1.1,705,14.1,1413
133,대전,2022-03-01,6.7,1.2,2400,12.7,1300
133,대전,2022-03-02,3.8,-2.9,653,11.6,1541
133,대전,2022-03-03,7,-.5,712,14.6,1617
133,대전,2022-03-04,8.6,-.3,638,16.8,1514
133,대전,2022-03-05,3.9,-.7,2358,9,1
133,대전,2022-03-06,2.2,-2.9,628,9.6,1549
133,대전,2022-03-07,4.3,-2.9,559,12.1,1552
133,대전,2022-03-08,6.1,-2.1,654,15.3,1548
133,대전,2022-03-09,7.8,-.3,656,16.7,1551
133,대전,2022-03-10,9.6,.9,701,18.3,1451
133,대전,2022-03-11,11,3.8,643,17.6,1633
133,대전,2022-03-12,15.3,9,617,21.6,1321
133,대전,2022-03-13,14.4,13,2356,16.7,454
133,대전,2022-03-14,11.3,6,2400,15.5,1307
133,대전,2022-03-15,9.4,3.5,654,16.3,1504
133,대전,2022-03-16,11.3,3.1,659,19.4,1505
133,대전,2022-03-17,9.1,6.4,2356,11.1,1
133,대전,2022-03-18,6.4,5,2234,8.5,1531
133,대전,2022-03-19,4.1,2.9,512,6.2,1434
133,대전,2022-03-20,5.1,2,2353,10.4,1522
133,대전,2022-03-21,5.8,-1.1,636,12.4,1508
133,대전,2022-03-22,6.9,1,654,13.6,1621
133,대전,2022-03-23,5.8,3.1,439,9.6,1718
133,대전,2022-03-24,8.7,1.2,558,15.6,1600
133,대전,2022-03-25,12.6,5.3,637,19,1441
133,대전,2022-03-26,11,7.9,2358,14.7,632
133,대전,2022-03-27,8.4,2.9,2400,16.6,1433
133,대전,2022-03-28,7.7,-.5,618,16.1,1637
133,대전,2022-03-29,10.7,1.6,636,18.9,1605
133,대전,2022-03-30,12.4,4.8,634,18.3,1428
133,대전,2022-03-31,11.4,8,2359,15,1549
133,대전,2022-04-01,9.7,4.3,612,15.9,1447
133,대전,2022-04-02,8.1,1.4,639,15.7,1545
133,대전,2022-04-03,9.6,1.1,645,17.9,1533
133,대전,2022-04-04,10.8,2.7,629,19.7,1619
133,대전,2022-04-05,10.3,2.7,601,17.8,1428
133,대전,2022-04-06,12.5,5,625,20.9,1519
133,대전,2022-04-07,11.9,7.6,359,18.9,1545
133,대전,2022-04-08,13.9,3.2,620,23,1458
133,대전,2022-04-09,18.2,9.8,602,25.9,1445
133,대전,2022-04-10,18.6,10,627,27.6,1446
133,대전,2022-04-11,20.6,12.1,623,28.3,1618
133,대전,2022-04-12,20.7,14.8,638,27.2,1610
133,대전,2022-04-13,14,9.1,2351,17.9,1039
133,대전,2022-04-14,10.7,8.7,100,14.1,1505
133,대전,2022-04-15,12.6,6.4,616,19.5,1433
133,대전,2022-04-16,13.1,6.1,602,20.5,1529
133,대전,2022-04-17,13.9,4.7,605,22.5,1613
133,대전,2022-04-18,15,9.2,604,23.3,1542
133,대전,2022-04-19,15.7,7.1,604,24.7,1510
133,대전,2022-04-20,15.2,6.3,616,23,1641
133,대전,2022-04-21,14.6,7.5,550,21.3,1511
133,대전,2022-04-22,16.7,10.8,356,23.6,1238
133,대전,2022-04-23,18.9,12.7,623,26.1,1613
133,대전,2022-04-24,19.7,14.1,331,26.9,1435
133,대전,2022-04-25,20.1,15,135,26.1,1506
133,대전,2022-04-26,18.8,15.9,718,24.1,1633
133,대전,2022-04-27,17.2,10.4,609,24.2,1557
133,대전,2022-04-28,17.8,10.4,545,26.4,1441
133,대전,2022-04-29,13.1,9.3,725,16.5,1
133,대전,2022-04-30,13.7,10,355,18.1,1446
133,대전,2022-05-01,13.4,6.9,538,20.1,1532
133,대전,2022-05-02,13.9,8.5,559,20.1,1451
133,대전,2022-05-03,14.1,5.5,541,21.4,1528
133,대전,2022-05-04,16.7,7.4,553,25,1513
133,대전,2022-05-05,18.5,8.9,548,26.7,1536
133,대전,2022-05-06,19.6,11.9,554,28.3,1527
133,대전,2022-05-07,18.3,13,2353,24.8,1503
133,대전,2022-05-08,17.1,11.5,2358,23.7,1531
133,대전,2022-05-09,17.3,10.6,222,23.7,1516
133,대전,2022-05-10,19.2,11.5,550,26.3,1635
133,대전,2022-05-11,20,14.8,401,26.1,1522
133,대전,2022-05-12,21,15.2,441,28.3,1513
133,대전,2022-05-13,19,15.1,2349,22.1,1144
133,대전,2022-05-14,15.7,10.1,528,22.8,1407
133,대전,2022-05-15,15.5,8.9,525,22.2,1540
133,대전,2022-05-16,16.6,7.4,527,24.6,1537
133,대전,2022-05-17,20.4,10.9,544,28.4,1500
133,대전,2022-05-18,22.4,16.7,550,28.4,1529
133,대전,2022-05-19,20.7,16.9,2351,25.8,1618
133,대전,2022-05-20,20.7,13.8,530,28.1,1531
133,대전,2022-05-21,20.8,14.2,512,28.7,1544
133,대전,2022-05-22,21.1,15.6,524,27.8,1415
133,대전,2022-05-23,22.6,15.9,543,30.3,1445
133,대전,2022-05-24,23.1,14.9,520,31.4,1557
133,대전,2022-05-25,22.3,15.6,526,29.6,1610
133,대전,2022-05-26,19.4,13.6,527,26.1,1552
133,대전,2022-05-27,21.5,15.8,107,28.5,1507
133,대전,2022-05-28,23.1,16.5,314,29.9,1548
133,대전,2022-05-29,23.4,15,525,31.6,1554
133,대전,2022-05-30,21.4,18.1,2357,25.4,1431
133,대전,2022-05-31,21.4,13,521,28.7,1603
133,대전,2022-06-01,23.2,15,538,31.8,1549
133,대전,2022-06-02,22.5,14.5,529,29.7,1610
133,대전,2022-06-03,24.8,17.6,330,33.1,1536
133,대전,2022-06-04,25.1,18.8,518,30.6,1429
133,대전,2022-06-05,18.6,16.9,2103,24.7,4
133,대전,2022-06-06,19.4,16.6,543,23.7,1645
133,대전,2022-06-07,17.3,14.8,523,20.5,952
133,대전,2022-06-08,20.7,15.4,534,27.9,1712
133,대전,2022-06-09,22.4,18.5,431,27.7,1344
133,대전,2022-06-10,23.6,17.1,526,30.1,1342
133,대전,2022-06-11,24.3,19,548,31.5,1545
133,대전,2022-06-12,24.3,19.3,511,29.6,1554
133,대전,2022-06-13,23.1,19.7,2357,27.8,1516
133,대전,2022-06-14,17.9,15.9,2314,20.7,1113
133,대전,2022-06-15,19.8,15.4,333,26.2,1614
133,대전,2022-06-16,22,18.8,509,27.7,1539
133,대전,2022-06-17,23.4,17.1,429,29.5,1609
133,대전,2022-06-18,25.2,21.7,520,29.6,1611
133,대전,2022-06-19,25.1,21.6,448,29.2,1549
133,대전,2022-06-20,26.8,22.2,514,33,1508
133,대전,2022-06-21,28.1,21.9,525,35.7,1603
133,대전,2022-06-22,27.5,22.1,531,33.9,1445
133,대전,2022-06-23,25.1,22.8,450,29.9,1050
133,대전,2022-06-24,25,23.1,2346,29.1,1518
133,대전,2022-06-25,27.8,22.8,104,32.9,1446
133,대전,2022-06-26,27.4,24.9,611,31.1,1734
133,대전,2022-06-27,28,25.3,546,31.1,1155
133,대전,2022-06-28,29.4,27.4,510,32,1407
133,대전,2022-06-29,26.7,23.9,718,29.8,1447
133,대전,2022-06-30,27.2,24.5,209,31.6,1320
133,대전,2022-07-01,28.6,22.6,514,34.5,1539
133,대전,2022-07-02,29.6,23.6,458,35.3,1326
133,대전,2022-07-03,28.1,23.2,1959,34.7,1318
133,대전,2022-07-04,27.6,23.4,100,33.5,1351
133,대전,2022-07-05,28.2,24.6,454,33.7,1556
133,대전,2022-07-06,30.1,25.5,255,35.4,1459
133,대전,2022-07-07,29.5,26.3,2345,34.1,1134
133,대전,2022-07-08,27.6,24.4,2357,31.9,1631
133,대전,2022-07-09,26.5,23.2,506,30,1719
133,대전,2022-07-10,28.7,24,527,35.1,1511
133,대전,2022-07-11,25.1,23.1,726,28.2,1546
133,대전,2022-07-12,27,23.1,419,30.4,1442
133,대전,2022-07-13,24.8,23.8,2027,26.4,1
133,대전,2022-07-14,26,24,16,30,1638
133,대전,2022-07-15,26.1,22,441,31.5,1622
133,대전,2022-07-16,26.2,22.5,335,31.4,1534
133,대전,2022-07-17,26,21.7,525,30.9,1322
133,대전,2022-07-18,22.3,21.1,751,25.5,5
133,대전,2022-07-19,25,20.9,454,30.3,1416
133,대전,2022-07-20,27.6,22.9,428,32.7,1501
133,대전,2022-07-21,23.8,22.7,1325,26.3,1749
133,대전,2022-07-22,25.7,22.1,601,30.5,1559
133,대전,2022-07-23,24.8,21.6,529,29.1,1309
133,대전,2022-07-24,24.7,22.1,349,27.4,1310
133,대전,2022-07-25,27.2,23.5,618,32.6,1613
133,대전,2022-07-26,28.4,22.9,520,34.2,1558
133,대전,2022-07-27,27.6,24.5,559,31.8,1523
133,대전,2022-07-28,28.2,23.3,542,33.3,1349
133,대전,2022-07-29,30.3,25.3,555,35,1516
133,대전,2022-07-30,28.8,26.3,550,32.5,1101
133,대전,2022-07-31,25.9,24.7,538,27.8,17
133,대전,2022-08-01,27.6,24.6,122,32.3,1323
133,대전,2022-08-02,27.9,25.4,453,31.7,1436
133,대전,2022-08-03,29.3,26.5,432,33.4,1508
133,대전,2022-08-04,29.2,25.5,403,34.1,1443
133,대전,2022-08-05,28.7,25.7,506,33.3,1528
133,대전,2022-08-06,29.9,26,608,34.3,1502
133,대전,2022-08-07,29.9,27,325,34.3,1524
133,대전,2022-08-08,28.6,27.7,218,29.8,1156
133,대전,2022-08-09,28,25.1,503,31.4,1612
133,대전,2022-08-10,25.3,23.9,2347,28.1,134
133,대전,2022-08-11,24.4,24,1,26.2,519
133,대전,2022-08-12,27.3,23.5,618,32.7,1517
133,대전,2022-08-13,26,24,554,29.5,1112
133,대전,2022-08-14,26.7,24.1,443,30.4,1603
133,대전,2022-08-15,28.1,25.4,2400,31.3,1518
133,대전,2022-08-16,25.8,23.3,47,30,1609
133,대전,2022-08-17,25.6,22.6,2323,30.4,1410
133,대전,2022-08-18,25.1,20.3,609,30.6,1520
133,대전,2022-08-19,26.4,21.4,508,29.7,1250
133,대전,2022-08-20,27,24.9,828,31.1,1634
133,대전,2022-08-21,27.5,23.6,530,32.8,1434
133,대전,2022-08-22,27.3,23.6,545,31.7,1341
133,대전,2022-08-23,23.8,22.3,2356,26,4
133,대전,2022-08-24,22.7,20.6,2352,25,1642
133,대전,2022-08-25,22.3,18.8,1948,28.5,1355
133,대전,2022-08-26,22.9,16.7,515,29.1,1521
133,대전,2022-08-27,21.6,17.2,2347,26.5,1503
133,대전,2022-08-28,22.1,15.4,444,28.2,1506
133,대전,2022-08-29,19.6,17.7,2345,21.8,2
133,대전,2022-08-30,19.1,17.4,142,20.6,1321
133,대전,2022-08-31,21,19.7,357,23.3,1713
133,대전,2022-09-01,22.4,19.7,2345,27.8,1551
133,대전,2022-09-02,22.6,18.1,327,27.3,1547
133,대전,2022-09-03,23.4,20.7,2144,26.7,1302
133,대전,2022-09-04,24.5,21.4,1,28.1,1419
133,대전,2022-09-05,22.6,18.7,2313,25.4,1307
133,대전,2022-09-06,20.2,17.1,612,25.8,1600
133,대전,2022-09-07,20.9,15.8,456,28.2,1540
133,대전,2022-09-08,22,14.3,604,29.9,1523
133,대전,2022-09-09,22.9,17.4,520,29.2,1453
133,대전,2022-09-10,22,18,553,26.3,1330
133,대전,2022-09-11,24,20,650,28.9,1513
133,대전,2022-09-12,22.9,20.5,601,26,1404
133,대전,2022-09-13,24.5,21.2,328,28.5,1304
133,대전,2022-09-14,25,22.2,2328,29.1,1217
133,대전,2022-09-15,25.2,21.6,556,29.8,1333
133,대전,2022-09-16,25.4,21.1,633,31.3,1343
133,대전,2022-09-17,27.2,23.2,621,33,1530
133,대전,2022-09-18,27.3,23.8,449,33.1,1547
133,대전,2022-09-19,24.5,17.7,2400,29.6,1353
133,대전,2022-09-20,19.2,15.1,625,24.7,1338
133,대전,2022-09-21,18.8,12.9,631,24.7,1457
133,대전,2022-09-22,18.4,12.9,621,24,1532
133,대전,2022-09-23,17.7,12.6,2330,24.5,1201
133,대전,2022-09-24,17.5,11.3,614,23.8,1333
133,대전,2022-09-25,18.5,14.4,606,24.8,1426
133,대전,2022-09-26,18.7,14.9,334,25.8,1433
133,대전,2022-09-27,19.4,12.8,622,28.1,1459
133,대전,2022-09-28,19.2,14.2,457,25.4,1325
133,대전,2022-09-29,18.8,14,613,26.4,1551
133,대전,2022-09-30,19.4,13,638,29.2,1428
